Hub ID,Order ID,Customer ID,Picker ID,Rider ID,Order Date,Order Quantity,Order Amount,Order Placed TS,Order Assigned TS,Picker Start TS,Picker End TS,Expedited Delivery TS,Rider Pickup TS,Rider Drop TS,Distance KM,Issue Flag,City,Hub Name,Monthly Operating Cost,Picker Name,Rider Name
9,496,489,4,37,26-06-2025,40,132,26-06-2025 12:28,26-06-2025 12:29,26-06-2025 12:31,26-06-2025 12:47,26-06-2025 13:28,26-06-2025 13:07,26-06-2025 13:48,1.23,N,South Jose,Hub_9,41560,Michael Pugh,Ashley Mendoza
2,497,731,2,34,06-05-2025,33,191,06-05-2025 07:25,06-05-2025 07:28,06-05-2025 07:38,06-05-2025 07:55,06-05-2025 08:25,06-05-2025 08:03,06-05-2025 08:27,5.81,N,Solomonland,Hub_2,10393,Stephanie Clark,Mrs. Megan Hall
7,498,976,13,19,14-06-2025,25,63,14-06-2025 08:58,14-06-2025 09:03,14-06-2025 09:06,14-06-2025 09:20,14-06-2025 09:58,14-06-2025 09:32,14-06-2025 10:25,8.64,N,Colinburgh,Hub_7,42748,Suzanne Ray,Hayden Roth DVM
9,499,151,35,9,06-05-2025,25,117,06-05-2025 14:58,06-05-2025 15:03,06-05-2025 15:08,06-05-2025 15:27,06-05-2025 15:58,06-05-2025 15:38,06-05-2025 16:22,4.87,N,South Jose,Hub_9,41560,Henry Dean,Michael Greene
8,500,18,5,42,10-10-2025,40,37,10-10-2025 10:07,10-10-2025 10:10,10-10-2025 10:18,10-10-2025 10:37,10-10-2025 11:07,10-10-2025 10:46,10-10-2025 11:12,9.46,Y,Gregorymouth,Hub_8,12793,Thomas Cruz,Colin Dickson
9,501,238,28,21,15-03-2025,8,69,15-03-2025 17:03,15-03-2025 17:05,15-03-2025 17:12,15-03-2025 17:20,15-03-2025 18:03,15-03-2025 17:33,15-03-2025 17:45,11.82,Y,South Jose,Hub_9,41560,Gregory Lambert,Christopher Gutierrez
7,502,511,10,45,29-10-2025,32,45,29-10-2025 08:10,29-10-2025 08:12,29-10-2025 08:15,29-10-2025 08:26,29-10-2025 09:10,29-10-2025 08:45,29-10-2025 09:31,2.53,Y,Colinburgh,Hub_7,42748,Jeanne Lewis,Cory Gutierrez
3,503,862,43,8,03-05-2025,21,132,03-05-2025 20:08,03-05-2025 20:13,03-05-2025 20:20,03-05-2025 20:32,03-05-2025 21:08,03-05-2025 20:35,03-05-2025 21:14,6.08,N,West Stevenmouth,Hub_3,42292,Elizabeth Williams,Steven Bailey
8,504,588,50,28,27-02-2025,50,59,27-02-2025 21:44,27-02-2025 21:48,27-02-2025 21:55,27-02-2025 22:11,27-02-2025 22:44,27-02-2025 22:18,27-02-2025 22:39,1.98,N,Gregorymouth,Hub_8,12793,Timothy Case,Raymond Hardy
6,505,331,34,9,24-05-2025,12,133,24-05-2025 15:56,24-05-2025 15:57,24-05-2025 16:01,24-05-2025 16:08,24-05-2025 16:56,24-05-2025 16:21,24-05-2025 16:45,9.43,N,East Jaime,Hub_6,28103,Alan Adams,Michael Greene
3,506,8,5,13,14-10-2025,17,171,14-10-2025 21:34,14-10-2025 21:39,14-10-2025 21:48,14-10-2025 22:05,14-10-2025 22:34,14-10-2025 22:07,14-10-2025 22:39,6.86,N,West Stevenmouth,Hub_3,42292,Thomas Cruz,Kristen Torres
3,507,728,40,48,10-09-2025,34,62,10-09-2025 16:19,10-09-2025 16:21,10-09-2025 16:29,10-09-2025 16:41,10-09-2025 17:19,10-09-2025 16:50,10-09-2025 17:39,7.14,Y,West Stevenmouth,Hub_3,42292,Albert Hawkins,Theresa Nash
10,508,115,10,16,06-10-2025,21,178,06-10-2025 13:47,06-10-2025 13:49,06-10-2025 13:54,06-10-2025 14:07,06-10-2025 14:47,06-10-2025 14:25,06-10-2025 15:21,10.28,N,West Brandonmouth,Hub_10,47835,Jeanne Lewis,Jonathan Ferguson
5,509,809,50,15,30-08-2025,14,43,30-08-2025 20:48,30-08-2025 20:53,30-08-2025 21:00,30-08-2025 21:11,30-08-2025 21:48,30-08-2025 21:20,30-08-2025 22:06,4.21,N,West Oscarshire,Hub_5,42107,Timothy Case,Douglas Hull
7,510,534,21,36,21-01-2025,46,37,21-01-2025 14:32,21-01-2025 14:34,21-01-2025 14:39,21-01-2025 14:55,21-01-2025 15:32,21-01-2025 15:07,21-01-2025 15:18,10.76,N,Colinburgh,Hub_7,42748,Lisa Solis,Pamela Peterson
6,511,898,36,31,21-02-2025,41,150,21-02-2025 11:48,21-02-2025 11:52,21-02-2025 12:00,21-02-2025 12:18,21-02-2025 12:48,21-02-2025 12:20,21-02-2025 12:39,5.39,N,East Jaime,Hub_6,28103,Sherry Yang,Patricia Mccullough
5,512,13,23,35,12-08-2025,11,70,12-08-2025 22:29,12-08-2025 22:30,12-08-2025 22:40,12-08-2025 22:55,12-08-2025 23:29,12-08-2025 22:58,12-08-2025 23:26,5.63,N,West Oscarshire,Hub_5,42107,Katherine Mack,Clifford Maxwell
10,513,851,28,46,07-04-2025,29,84,07-04-2025 18:42,07-04-2025 18:45,07-04-2025 18:50,07-04-2025 19:04,07-04-2025 19:42,07-04-2025 19:06,07-04-2025 20:00,3.96,N,West Brandonmouth,Hub_10,47835,Gregory Lambert,Brian Taylor
6,514,9,19,26,01-09-2025,27,185,01-09-2025 21:51,01-09-2025 21:55,01-09-2025 21:56,01-09-2025 22:11,01-09-2025 22:51,01-09-2025 22:23,01-09-2025 23:14,5.52,N,East Jaime,Hub_6,28103,Stacy Gomez,Michael Scott
9,515,449,49,3,09-07-2025,38,109,09-07-2025 21:00,09-07-2025 21:05,09-07-2025 21:06,09-07-2025 21:23,09-07-2025 22:00,09-07-2025 21:42,09-07-2025 22:34,7.15,N,South Jose,Hub_9,41560,Beverly Brown,Bryan Morse
6,516,562,8,36,10-02-2025,9,70,10-02-2025 21:37,10-02-2025 21:41,10-02-2025 21:43,10-02-2025 21:50,10-02-2025 22:37,10-02-2025 21:53,10-02-2025 22:20,8.9,N,East Jaime,Hub_6,28103,Alicia Coleman,Pamela Peterson
1,517,255,10,26,16-01-2025,42,93,16-01-2025 07:06,16-01-2025 07:09,16-01-2025 07:19,16-01-2025 07:34,16-01-2025 08:06,16-01-2025 07:46,16-01-2025 08:28,6.39,N,West William,Hub_1,25989,Jeanne Lewis,Michael Scott
9,518,2,12,12,20-09-2025,14,154,20-09-2025 14:39,20-09-2025 14:43,20-09-2025 14:46,20-09-2025 14:57,20-09-2025 15:39,20-09-2025 15:08,20-09-2025 15:40,10.82,Y,South Jose,Hub_9,41560,Alicia Allen,Ian Joseph
10,519,989,44,46,11-08-2025,50,138,11-08-2025 12:36,11-08-2025 12:38,11-08-2025 12:39,11-08-2025 13:02,11-08-2025 13:36,11-08-2025 13:20,11-08-2025 13:48,4.25,N,West Brandonmouth,Hub_10,47835,Katrina Guzman,Brian Taylor
2,520,157,11,43,01-09-2025,20,126,01-09-2025 13:30,01-09-2025 13:33,01-09-2025 13:36,01-09-2025 13:46,01-09-2025 14:30,01-09-2025 13:55,01-09-2025 14:42,2.14,N,Solomonland,Hub_2,10393,Melvin Peterson,Sarah Brooks
3,521,339,33,17,12-06-2025,11,48,12-06-2025 14:22,12-06-2025 14:27,12-06-2025 14:30,12-06-2025 14:44,12-06-2025 15:22,12-06-2025 14:51,12-06-2025 15:15,11.53,N,West Stevenmouth,Hub_3,42292,Elizabeth Davis,Amy Floyd
8,522,792,21,28,18-09-2025,35,143,18-09-2025 21:36,18-09-2025 21:41,18-09-2025 21:49,18-09-2025 22:10,18-09-2025 22:36,18-09-2025 22:20,18-09-2025 23:20,5.75,Y,Gregorymouth,Hub_8,12793,Lisa Solis,Raymond Hardy
8,523,500,42,15,12-05-2025,32,131,12-05-2025 20:53,12-05-2025 20:56,12-05-2025 21:06,12-05-2025 21:22,12-05-2025 21:53,12-05-2025 21:32,12-05-2025 22:04,9.65,N,Gregorymouth,Hub_8,12793,Ann Tate,Douglas Hull
2,524,15,23,16,12-05-2025,26,97,12-05-2025 22:51,12-05-2025 22:52,12-05-2025 22:53,12-05-2025 23:10,12-05-2025 23:51,12-05-2025 23:18,12-05-2025 23:48,11.44,N,Solomonland,Hub_2,10393,Katherine Mack,Jonathan Ferguson
8,525,335,41,35,04-04-2025,39,39,04-04-2025 11:39,04-04-2025 11:41,04-04-2025 11:49,04-04-2025 12:02,04-04-2025 12:39,04-04-2025 12:06,04-04-2025 12:17,3.88,N,Gregorymouth,Hub_8,12793,Dwayne Gonzalez,Clifford Maxwell
2,526,637,7,31,04-03-2025,10,31,04-03-2025 18:48,04-03-2025 18:52,04-03-2025 18:55,04-03-2025 19:10,04-03-2025 19:48,04-03-2025 19:16,04-03-2025 20:00,10.39,Y,Solomonland,Hub_2,10393,Dwayne Meadows,Patricia Mccullough
9,527,558,44,24,25-06-2025,20,28,25-06-2025 13:46,25-06-2025 13:50,25-06-2025 13:51,25-06-2025 14:06,25-06-2025 14:46,25-06-2025 14:09,25-06-2025 14:31,10.22,N,South Jose,Hub_9,41560,Katrina Guzman,Janet Pitts
7,528,47,13,21,18-06-2025,25,182,18-06-2025 12:38,18-06-2025 12:41,18-06-2025 12:50,18-06-2025 13:06,18-06-2025 13:38,18-06-2025 13:11,18-06-2025 14:07,2.74,N,Colinburgh,Hub_7,42748,Suzanne Ray,Christopher Gutierrez
4,529,845,46,28,06-03-2025,35,107,06-03-2025 14:13,06-03-2025 14:14,06-03-2025 14:22,06-03-2025 14:40,06-03-2025 15:13,06-03-2025 14:47,06-03-2025 15:28,11.59,Y,New Laurenchester,Hub_4,15666,Kristen Yoder,Raymond Hardy
6,530,761,32,19,22-05-2025,12,197,22-05-2025 10:40,22-05-2025 10:41,22-05-2025 10:46,22-05-2025 11:00,22-05-2025 11:40,22-05-2025 11:14,22-05-2025 11:24,1.67,N,East Jaime,Hub_6,28103,Jacob Henry,Hayden Roth DVM
1,531,31,34,41,28-03-2025,18,82,28-03-2025 07:44,28-03-2025 07:45,28-03-2025 07:52,28-03-2025 08:10,28-03-2025 08:44,28-03-2025 08:11,28-03-2025 08:38,2.68,N,West William,Hub_1,25989,Alan Adams,Brian Anderson
3,532,540,19,16,27-08-2025,11,37,27-08-2025 20:44,27-08-2025 20:46,27-08-2025 20:50,27-08-2025 21:02,27-08-2025 21:44,27-08-2025 21:03,27-08-2025 21:20,5.8,N,West Stevenmouth,Hub_3,42292,Stacy Gomez,Jonathan Ferguson
3,533,226,25,30,23-05-2025,48,111,23-05-2025 21:32,23-05-2025 21:37,23-05-2025 21:38,23-05-2025 21:59,23-05-2025 22:32,23-05-2025 22:07,23-05-2025 23:01,1.78,Y,West Stevenmouth,Hub_3,42292,Christian Barton,Jason Johnson
3,534,387,9,16,08-09-2025,15,48,08-09-2025 10:20,08-09-2025 10:22,08-09-2025 10:27,08-09-2025 10:35,08-09-2025 11:20,08-09-2025 10:49,08-09-2025 11:04,10.8,N,West Stevenmouth,Hub_3,42292,Alison Douglas,Jonathan Ferguson
7,535,75,32,8,23-01-2025,16,50,23-01-2025 14:48,23-01-2025 14:52,23-01-2025 15:02,23-01-2025 15:13,23-01-2025 15:48,23-01-2025 15:19,23-01-2025 15:45,9.6,N,Colinburgh,Hub_7,42748,Jacob Henry,Steven Bailey
1,536,360,10,23,05-08-2025,44,188,05-08-2025 15:49,05-08-2025 15:52,05-08-2025 15:58,05-08-2025 16:19,05-08-2025 16:49,05-08-2025 16:27,05-08-2025 16:54,3.03,Y,West William,Hub_1,25989,Jeanne Lewis,Tammy Humphrey
3,537,415,21,33,25-01-2025,27,171,25-01-2025 21:06,25-01-2025 21:09,25-01-2025 21:11,25-01-2025 21:27,25-01-2025 22:06,25-01-2025 21:38,25-01-2025 22:13,8.02,N,West Stevenmouth,Hub_3,42292,Lisa Solis,Dr. Susan Grant
7,538,171,50,8,14-04-2025,13,103,14-04-2025 13:23,14-04-2025 13:25,14-04-2025 13:27,14-04-2025 13:41,14-04-2025 14:23,14-04-2025 13:42,14-04-2025 14:08,4.39,N,Colinburgh,Hub_7,42748,Timothy Case,Steven Bailey
1,539,187,42,7,09-10-2025,46,189,09-10-2025 17:24,09-10-2025 17:28,09-10-2025 17:32,09-10-2025 17:53,09-10-2025 18:24,09-10-2025 17:54,09-10-2025 18:15,1.82,N,West William,Hub_1,25989,Ann Tate,Diane Hernandez
2,540,585,20,7,26-05-2025,10,66,26-05-2025 19:31,26-05-2025 19:34,26-05-2025 19:39,26-05-2025 19:46,26-05-2025 20:31,26-05-2025 20:06,26-05-2025 20:17,10.28,N,Solomonland,Hub_2,10393,Jerry Wells,Diane Hernandez
9,541,891,13,16,16-06-2025,15,118,16-06-2025 15:58,16-06-2025 16:00,16-06-2025 16:07,16-06-2025 16:24,16-06-2025 16:58,16-06-2025 16:43,16-06-2025 17:36,10.35,N,South Jose,Hub_9,41560,Suzanne Ray,Jonathan Ferguson
2,542,527,24,36,10-01-2025,28,154,10-01-2025 22:58,10-01-2025 23:01,10-01-2025 23:04,10-01-2025 23:23,10-01-2025 23:58,10-01-2025 23:27,11-01-2025 00:23,6.06,Y,Solomonland,Hub_2,10393,Christy Jones,Pamela Peterson
3,543,714,40,24,31-07-2025,10,134,31-07-2025 11:21,31-07-2025 11:26,31-07-2025 11:32,31-07-2025 11:49,31-07-2025 12:21,31-07-2025 11:53,31-07-2025 12:11,10.35,N,West Stevenmouth,Hub_3,42292,Albert Hawkins,Janet Pitts
6,544,781,23,26,21-04-2025,49,97,21-04-2025 20:02,21-04-2025 20:03,21-04-2025 20:04,21-04-2025 20:25,21-04-2025 21:02,21-04-2025 20:44,21-04-2025 21:27,3.52,N,East Jaime,Hub_6,28103,Katherine Mack,Michael Scott
1,545,773,3,11,11-07-2025,30,165,11-07-2025 12:11,11-07-2025 12:16,11-07-2025 12:24,11-07-2025 12:44,11-07-2025 13:11,11-07-2025 13:02,11-07-2025 13:38,3.7,N,West William,Hub_1,25989,Danielle Miller,Alejandro Cameron
7,546,171,5,35,15-05-2025,38,129,15-05-2025 19:13,15-05-2025 19:18,15-05-2025 19:28,15-05-2025 19:43,15-05-2025 20:13,15-05-2025 19:46,15-05-2025 20:16,6.53,N,Colinburgh,Hub_7,42748,Thomas Cruz,Clifford Maxwell
2,547,427,50,17,08-08-2025,48,78,08-08-2025 10:31,08-08-2025 10:34,08-08-2025 10:44,08-08-2025 11:07,08-08-2025 11:31,08-08-2025 11:21,08-08-2025 11:55,8.64,N,Solomonland,Hub_2,10393,Timothy Case,Amy Floyd
7,548,113,36,36,29-09-2025,20,106,29-09-2025 20:54,29-09-2025 20:55,29-09-2025 21:05,29-09-2025 21:17,29-09-2025 21:54,29-09-2025 21:22,29-09-2025 22:12,11.93,Y,Colinburgh,Hub_7,42748,Sherry Yang,Pamela Peterson
6,549,523,11,39,25-07-2025,30,137,25-07-2025 13:22,25-07-2025 13:27,25-07-2025 13:34,25-07-2025 13:47,25-07-2025 14:22,25-07-2025 14:07,25-07-2025 14:35,8.63,N,East Jaime,Hub_6,28103,Melvin Peterson,Charles Nelson
8,550,526,29,30,22-09-2025,42,126,22-09-2025 13:10,22-09-2025 13:11,22-09-2025 13:17,22-09-2025 13:32,22-09-2025 14:10,22-09-2025 13:49,22-09-2025 14:07,3.1,N,Gregorymouth,Hub_8,12793,Robert White,Jason Johnson
2,551,504,17,41,08-03-2025,43,72,08-03-2025 19:37,08-03-2025 19:42,08-03-2025 19:46,08-03-2025 20:06,08-03-2025 20:37,08-03-2025 20:20,08-03-2025 20:46,4.84,N,Solomonland,Hub_2,10393,Terry Cook,Brian Anderson
9,552,571,12,49,07-04-2025,30,27,07-04-2025 19:52,07-04-2025 19:53,07-04-2025 19:56,07-04-2025 20:08,07-04-2025 20:52,07-04-2025 20:23,07-04-2025 21:21,2.86,N,South Jose,Hub_9,41560,Alicia Allen,Patricia Bell
3,553,929,17,37,09-04-2025,42,65,09-04-2025 12:58,09-04-2025 13:00,09-04-2025 13:08,09-04-2025 13:30,09-04-2025 13:58,09-04-2025 13:31,09-04-2025 14:26,5.73,N,West Stevenmouth,Hub_3,42292,Terry Cook,Ashley Mendoza
2,554,31,32,8,01-04-2025,25,143,01-04-2025 08:02,01-04-2025 08:06,01-04-2025 08:08,01-04-2025 08:25,01-04-2025 09:02,01-04-2025 08:34,01-04-2025 09:20,1.47,Y,Solomonland,Hub_2,10393,Jacob Henry,Steven Bailey
5,555,400,11,47,16-07-2025,27,159,16-07-2025 18:01,16-07-2025 18:06,16-07-2025 18:16,16-07-2025 18:32,16-07-2025 19:01,16-07-2025 18:36,16-07-2025 18:48,1.67,Y,West Oscarshire,Hub_5,42107,Melvin Peterson,Eric Herring
6,556,197,40,46,04-01-2025,42,181,04-01-2025 13:19,04-01-2025 13:21,04-01-2025 13:29,04-01-2025 13:45,04-01-2025 14:19,04-01-2025 13:56,04-01-2025 14:21,5.18,Y,East Jaime,Hub_6,28103,Albert Hawkins,Brian Taylor
9,557,136,40,5,20-02-2025,47,102,20-02-2025 10:25,20-02-2025 10:29,20-02-2025 10:37,20-02-2025 10:59,20-02-2025 11:25,20-02-2025 11:19,20-02-2025 11:44,3.81,N,South Jose,Hub_9,41560,Albert Hawkins,Tracy Warren
10,558,868,27,36,06-10-2025,33,117,06-10-2025 11:54,06-10-2025 11:57,06-10-2025 11:59,06-10-2025 12:11,06-10-2025 12:54,06-10-2025 12:15,06-10-2025 12:47,3.6,N,West Brandonmouth,Hub_10,47835,James Donaldson,Pamela Peterson
7,559,775,18,30,14-02-2025,36,137,14-02-2025 13:27,14-02-2025 13:29,14-02-2025 13:36,14-02-2025 13:52,14-02-2025 14:27,14-02-2025 13:53,14-02-2025 14:44,5.08,N,Colinburgh,Hub_7,42748,Julie Hill,Jason Johnson
7,560,392,33,14,13-01-2025,7,98,13-01-2025 07:51,13-01-2025 07:55,13-01-2025 07:59,13-01-2025 08:05,13-01-2025 08:51,13-01-2025 08:19,13-01-2025 08:36,11.29,Y,Colinburgh,Hub_7,42748,Elizabeth Davis,William Mason
8,561,336,19,22,21-06-2025,19,28,21-06-2025 08:41,21-06-2025 08:46,21-06-2025 08:55,21-06-2025 09:10,21-06-2025 09:41,21-06-2025 09:19,21-06-2025 10:08,10.46,N,Gregorymouth,Hub_8,12793,Stacy Gomez,Michael Richards
1,562,499,32,24,01-09-2025,44,79,01-09-2025 12:39,01-09-2025 12:43,01-09-2025 12:44,01-09-2025 13:05,01-09-2025 13:39,01-09-2025 13:06,01-09-2025 14:02,8.95,N,West William,Hub_1,25989,Jacob Henry,Janet Pitts
10,563,524,41,13,03-09-2025,29,180,03-09-2025 18:51,03-09-2025 18:55,03-09-2025 19:01,03-09-2025 19:11,03-09-2025 19:51,03-09-2025 19:28,03-09-2025 19:55,1.48,N,West Brandonmouth,Hub_10,47835,Dwayne Gonzalez,Kristen Torres
9,564,145,44,16,07-05-2025,32,87,07-05-2025 08:02,07-05-2025 08:05,07-05-2025 08:15,07-05-2025 08:27,07-05-2025 09:02,07-05-2025 08:34,07-05-2025 09:04,1.27,Y,South Jose,Hub_9,41560,Katrina Guzman,Jonathan Ferguson
2,565,939,39,36,27-08-2025,15,113,27-08-2025 09:40,27-08-2025 09:44,27-08-2025 09:50,27-08-2025 10:06,27-08-2025 10:40,27-08-2025 10:07,27-08-2025 10:25,3.67,N,Solomonland,Hub_2,10393,Michelle Barry,Pamela Peterson
4,566,233,49,14,02-07-2025,34,84,02-07-2025 21:40,02-07-2025 21:41,02-07-2025 21:49,02-07-2025 22:02,02-07-2025 22:40,02-07-2025 22:04,02-07-2025 22:31,4.36,N,New Laurenchester,Hub_4,15666,Beverly Brown,William Mason
10,567,305,33,31,09-06-2025,24,151,09-06-2025 16:06,09-06-2025 16:11,09-06-2025 16:12,09-06-2025 16:29,09-06-2025 17:06,09-06-2025 16:33,09-06-2025 17:23,8.39,Y,West Brandonmouth,Hub_10,47835,Elizabeth Davis,Patricia Mccullough
4,568,275,29,47,26-08-2025,37,138,26-08-2025 21:36,26-08-2025 21:39,26-08-2025 21:40,26-08-2025 22:02,26-08-2025 22:36,26-08-2025 22:20,26-08-2025 22:57,3.15,Y,New Laurenchester,Hub_4,15666,Robert White,Eric Herring
7,569,401,24,35,14-04-2025,29,143,14-04-2025 17:54,14-04-2025 17:57,14-04-2025 18:04,14-04-2025 18:19,14-04-2025 18:54,14-04-2025 18:39,14-04-2025 19:13,4.23,N,Colinburgh,Hub_7,42748,Christy Jones,Clifford Maxwell
10,570,107,31,36,04-06-2025,30,147,04-06-2025 09:50,04-06-2025 09:52,04-06-2025 10:00,04-06-2025 10:18,04-06-2025 10:50,04-06-2025 10:30,04-06-2025 11:02,8.16,N,West Brandonmouth,Hub_10,47835,Katherine Delacruz,Pamela Peterson
4,571,746,44,33,28-10-2025,8,88,28-10-2025 19:33,28-10-2025 19:35,28-10-2025 19:43,28-10-2025 19:52,28-10-2025 20:33,28-10-2025 19:59,28-10-2025 20:16,7.61,N,New Laurenchester,Hub_4,15666,Katrina Guzman,Dr. Susan Grant
10,572,866,29,40,14-03-2025,28,140,14-03-2025 16:36,14-03-2025 16:38,14-03-2025 16:40,14-03-2025 16:58,14-03-2025 17:36,14-03-2025 17:14,14-03-2025 17:42,2.85,N,West Brandonmouth,Hub_10,47835,Robert White,Eric Espinoza
1,573,966,47,35,05-09-2025,14,130,05-09-2025 19:20,05-09-2025 19:24,05-09-2025 19:27,05-09-2025 19:36,05-09-2025 20:20,05-09-2025 19:48,05-09-2025 20:00,7.67,N,West William,Hub_1,25989,Amy Brown,Clifford Maxwell
5,574,593,26,44,30-06-2025,31,56,30-06-2025 19:51,30-06-2025 19:53,30-06-2025 19:58,30-06-2025 20:10,30-06-2025 20:51,30-06-2025 20:19,30-06-2025 20:45,9.03,N,West Oscarshire,Hub_5,42107,Jacob Williams,Diane Elliott
9,575,257,31,41,21-07-2025,40,29,21-07-2025 14:39,21-07-2025 14:43,21-07-2025 14:47,21-07-2025 15:09,21-07-2025 15:39,21-07-2025 15:13,21-07-2025 15:51,10.69,Y,South Jose,Hub_9,41560,Katherine Delacruz,Brian Anderson
8,576,243,41,39,25-04-2025,37,190,25-04-2025 20:12,25-04-2025 20:13,25-04-2025 20:14,25-04-2025 20:27,25-04-2025 21:12,25-04-2025 20:41,25-04-2025 21:12,1.6,N,Gregorymouth,Hub_8,12793,Dwayne Gonzalez,Charles Nelson
10,577,915,33,38,05-03-2025,26,61,05-03-2025 11:07,05-03-2025 11:09,05-03-2025 11:16,05-03-2025 11:32,05-03-2025 12:07,05-03-2025 11:39,05-03-2025 12:39,3.42,N,West Brandonmouth,Hub_10,47835,Elizabeth Davis,Linda Brown
7,578,301,20,35,27-02-2025,38,79,27-02-2025 08:37,27-02-2025 08:40,27-02-2025 08:50,27-02-2025 09:09,27-02-2025 09:37,27-02-2025 09:22,27-02-2025 09:47,1.02,N,Colinburgh,Hub_7,42748,Jerry Wells,Clifford Maxwell
9,579,57,16,34,18-09-2025,41,42,18-09-2025 22:59,18-09-2025 23:00,18-09-2025 23:06,18-09-2025 23:20,18-09-2025 23:59,18-09-2025 23:26,18-09-2025 23:43,2.92,N,South Jose,Hub_9,41560,Mary Garcia,Mrs. Megan Hall
2,580,443,39,19,01-02-2025,20,137,01-02-2025 16:31,01-02-2025 16:35,01-02-2025 16:45,01-02-2025 16:55,01-02-2025 17:31,01-02-2025 16:56,01-02-2025 17:18,9.34,N,Solomonland,Hub_2,10393,Michelle Barry,Hayden Roth DVM
2,581,693,14,26,17-05-2025,48,71,17-05-2025 08:01,17-05-2025 08:03,17-05-2025 08:13,17-05-2025 08:37,17-05-2025 09:01,17-05-2025 08:57,17-05-2025 09:46,8.66,N,Solomonland,Hub_2,10393,Heather Cooper,Michael Scott
4,582,225,27,4,05-06-2025,50,48,05-06-2025 09:07,05-06-2025 09:08,05-06-2025 09:18,05-06-2025 09:35,05-06-2025 10:07,05-06-2025 09:36,05-06-2025 09:55,8.94,N,New Laurenchester,Hub_4,15666,James Donaldson,Shannon Mcdonald
5,583,419,8,17,11-02-2025,37,132,11-02-2025 09:57,11-02-2025 09:59,11-02-2025 10:09,11-02-2025 10:30,11-02-2025 10:57,11-02-2025 10:42,11-02-2025 10:53,6.44,Y,West Oscarshire,Hub_5,42107,Alicia Coleman,Amy Floyd
1,584,60,1,8,02-09-2025,33,173,02-09-2025 20:30,02-09-2025 20:33,02-09-2025 20:43,02-09-2025 21:03,02-09-2025 21:30,02-09-2025 21:11,02-09-2025 21:57,7.91,N,West William,Hub_1,25989,Sheila Mcclain,Steven Bailey
6,585,939,47,40,17-05-2025,6,131,17-05-2025 10:42,17-05-2025 10:45,17-05-2025 10:47,17-05-2025 11:03,17-05-2025 11:42,17-05-2025 11:21,17-05-2025 11:43,5.08,N,East Jaime,Hub_6,28103,Amy Brown,Eric Espinoza
7,586,458,38,41,29-10-2025,46,198,29-10-2025 10:17,29-10-2025 10:20,29-10-2025 10:26,29-10-2025 10:49,29-10-2025 11:17,29-10-2025 10:53,29-10-2025 11:41,5.75,N,Colinburgh,Hub_7,42748,Robert Vargas,Brian Anderson
3,587,460,46,42,10-05-2025,34,116,10-05-2025 14:14,10-05-2025 14:19,10-05-2025 14:29,10-05-2025 14:42,10-05-2025 15:14,10-05-2025 14:55,10-05-2025 15:18,4.29,N,West Stevenmouth,Hub_3,42292,Kristen Yoder,Colin Dickson
1,588,944,33,39,11-03-2025,13,26,11-03-2025 18:47,11-03-2025 18:51,11-03-2025 18:58,11-03-2025 19:05,11-03-2025 19:47,11-03-2025 19:12,11-03-2025 20:03,3.04,Y,West William,Hub_1,25989,Elizabeth Davis,Charles Nelson
7,589,706,32,39,25-10-2025,35,127,25-10-2025 16:47,25-10-2025 16:49,25-10-2025 16:53,25-10-2025 17:12,25-10-2025 17:47,25-10-2025 17:16,25-10-2025 17:57,4.07,N,Colinburgh,Hub_7,42748,Jacob Henry,Charles Nelson
5,590,952,23,24,08-04-2025,34,159,08-04-2025 17:46,08-04-2025 17:49,08-04-2025 17:57,08-04-2025 18:08,08-04-2025 18:46,08-04-2025 18:15,08-04-2025 18:36,9.18,N,West Oscarshire,Hub_5,42107,Katherine Mack,Janet Pitts
5,591,713,1,14,15-05-2025,44,154,15-05-2025 17:46,15-05-2025 17:48,15-05-2025 17:53,15-05-2025 18:06,15-05-2025 18:46,15-05-2025 18:14,15-05-2025 18:36,1.81,N,West Oscarshire,Hub_5,42107,Sheila Mcclain,William Mason
2,592,2,28,17,05-08-2025,24,101,05-08-2025 11:15,05-08-2025 11:19,05-08-2025 11:20,05-08-2025 11:37,05-08-2025 12:15,05-08-2025 11:44,05-08-2025 12:08,6.29,N,Solomonland,Hub_2,10393,Gregory Lambert,Amy Floyd
8,593,45,27,29,11-09-2025,5,57,11-09-2025 19:35,11-09-2025 19:39,11-09-2025 19:44,11-09-2025 19:52,11-09-2025 20:35,11-09-2025 19:53,11-09-2025 20:11,7.55,N,Gregorymouth,Hub_8,12793,James Donaldson,Nicole Baker
6,594,56,4,20,12-05-2025,33,194,12-05-2025 11:32,12-05-2025 11:35,12-05-2025 11:40,12-05-2025 12:01,12-05-2025 12:32,12-05-2025 12:21,12-05-2025 12:54,9.1,N,East Jaime,Hub_6,28103,Michael Pugh,Donald Garner
9,595,947,24,6,23-07-2025,48,25,23-07-2025 15:36,23-07-2025 15:41,23-07-2025 15:50,23-07-2025 16:10,23-07-2025 16:36,23-07-2025 16:28,23-07-2025 17:07,6.11,N,South Jose,Hub_9,41560,Christy Jones,James Marshall
